# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:14:16 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
Kepler-1327 b,0,14.88811000,0.121000,,,,0.000000,,833,,6146.00,1.14,1.06,,,4.35,3.900,
Kepler-1327 b,0,14.88801098,0.118600,,,,0.000000,112.85,831,,6143.00,1.12,1.00,-0.200,,4.34,,0.4615
Kepler-1327 b,0,14.88794229,,,,,,,,,5718.08,1.06,1.02,-0.295,0.036,4.39,,1.1995
Kepler-1327 b,0,14.88801098,,,,,,,,,5885.00,1.03,1.02,-0.030,,4.42,4.070,
Kepler-1327 b,0,14.88776650,0.118600,,,,0.000000,112.85,831,,6143.00,1.12,1.00,-0.200,,4.34,,0.2585
Kepler-1327 b,0,14.88801098,0.118600,,,,0.000000,112.85,831,,6143.00,1.12,1.00,-0.200,,4.34,,0.4615
Kepler-1328 b,0,4.52157700,0.054000,,,,0.000000,,1083,,5927.00,0.93,1.01,,,4.51,1.300,
Kepler-1328 b,0,4.52158888,0.053500,,,,0.000000,323.28,1081,,5941.00,0.91,1.00,-0.140,,4.52,,0.9200
Kepler-1328 b,0,4.52158614,0.052900,,,,0.000000,513.68,1214,,5576.00,1.29,0.96,0.160,,4.20,,0.8868
Kepler-1328 b,0,4.52158888,,,,,,,,,5780.00,0.99,1.00,0.000,,4.44,4.570,
Kepler-1328 b,0,,,,,,,545.67,,,5597.00,1.32,,,,,,
Kepler-1328 b,0,4.52158614,,,,,,,,,5647.55,1.36,1.00,-0.094,0.228,4.17,,0.5636
Kepler-1328 b,0,4.52158888,0.053500,,,,0.000000,323.28,1081,,5941.00,0.91,1.00,-0.140,,4.52,,0.9200
Kepler-1328 b,0,4.52158137,,,,,,,,,5647.55,1.36,1.00,-0.094,0.228,4.17,,0.5636
Kepler-1328 b,0,4.52158888,0.053500,,,,0.000000,323.28,1081,,5941.00,0.91,1.00,-0.140,,4.52,,0.9200
Kepler-1329 b,0,,,,,,,26.64,,,4442.00,0.65,,,,,,
Kepler-1329 b,0,9.33650820,,,,,,,,,4469.00,0.69,0.70,,-0.771,4.61,,3.0463
Kepler-1329 b,0,9.33646594,,,,,,,,,4500.00,0.69,0.72,0.020,,4.62,5.620,
Kepler-1329 b,0,9.33644500,0.074000,,,,0.000000,,553,,4445.00,0.59,0.62,,,4.69,13.800,
Kepler-1329 b,0,9.33648141,,,,,,,,,4469.00,0.69,0.70,,-0.771,4.61,,3.0463
Kepler-1329 b,0,9.33648141,0.074700,,,,0.000000,26.22,577,,4442.00,0.65,0.64,-0.200,,4.62,,0.6288
Kepler-1329 b,0,9.33646594,0.074700,,,,0.000000,26.22,577,,4442.00,0.65,0.64,-0.200,,4.62,,4.9409
Kepler-1329 b,0,9.33655775,,,,,,,,,4469.00,0.69,0.70,,-0.771,4.61,,3.0463
Kepler-1329 b,0,9.33646594,0.074700,,,,0.000000,26.22,577,,4442.00,0.65,0.64,-0.200,,4.62,,4.9409
Kepler-1329 b,0,9.33646594,0.074700,,,,0.000000,26.22,577,,4442.00,0.65,0.64,-0.200,,4.62,,4.9409
Kepler-133 b,0,8.13000457,,,,,,,,,5730.00,1.32,1.04,0.150,,4.21,7.590,
Kepler-133 b,0,8.13000457,0.079100,,,,0.000000,312.97,1073,,5588.00,1.50,1.00,0.120,,4.09,,5.1427
Kepler-133 b,0,8.12998341,,,,,,,,,5734.01,1.63,1.02,0.282,0.410,4.02,,0.3348
Kepler-133 b,0,8.12999858,0.079100,,,,0.000000,277.89,1041,,5611.00,1.40,0.99,0.160,,4.14,,0.7333
Kepler-133 b,0,8.13000457,0.079100,,,,0.000000,312.97,1073,,5588.00,1.50,1.00,0.120,,4.09,,5.1427
Kepler-133 b,0,8.12997425,,,,,,,,,5734.01,1.63,1.02,0.282,0.410,4.02,,0.3348
Kepler-133 b,0,8.12997600,0.083000,,,,,,,,5736.00,1.43,,,,4.19,,
Kepler-133 b,0,8.12999858,,,,,,,,,5734.01,1.63,1.02,0.282,0.410,4.02,,0.3348
Kepler-133 b,0,8.13000457,0.079100,,,,0.000000,312.97,1073,,5588.00,1.50,1.00,0.120,,4.09,,5.1427
Kepler-133 b,0,8.12985800,0.080000,,,,0.000000,,1011,,5600.00,1.34,1.02,,,4.19,9.400,
Kepler-133 b,0,,,,,,,408.58,,,5712.00,1.64,,,,,,
Kepler-133 c,0,31.51779463,0.195100,,,,0.000000,45.68,663,,5611.00,1.40,0.99,0.160,,4.14,,0.3661
Kepler-133 c,0,,,,,,,67.16,,,5712.00,1.64,,,,,,
Kepler-133 c,0,31.51758600,0.204000,,,,,,,,5736.00,1.43,,,,4.19,,
Kepler-133 c,0,31.51780119,,,,,,,,,5734.01,1.63,1.02,0.282,0.410,4.02,,0.3348
Kepler-133 c,0,31.51789000,0.197000,,,,0.000000,,644,,5600.00,1.34,1.02,,,4.19,9.400,
Kepler-133 c,0,31.51780202,0.195200,,,,0.000000,51.39,683,,5588.00,1.50,1.00,0.120,,4.09,,0.2848
Kepler-133 c,0,31.51780202,0.195200,,,,0.000000,51.39,683,,5588.00,1.50,1.00,0.120,,4.09,,0.2848
Kepler-133 c,0,31.51779463,,,,,,,,,5734.01,1.63,1.02,0.282,0.410,4.02,,0.3348
Kepler-133 c,0,31.51780202,,,,,,,,,5730.00,1.32,1.04,0.150,,4.21,7.590,
Kepler-133 c,0,31.51780202,0.195200,,,,0.000000,51.39,683,,5588.00,1.50,1.00,0.120,,4.09,,0.2848
Kepler-133 c,0,31.51777830,,,,,,,,,5734.01,1.63,1.02,0.282,0.410,4.02,,0.3348
Kepler-1330 b,0,10.10773789,,,,,,,,,5470.00,1.82,0.96,,0.426,3.90,,0.2253
Kepler-1330 b,0,10.10773789,0.088900,,,,0.000000,140.75,879,,5480.00,1.17,0.92,0.160,,4.26,,1.5411
Kepler-1330 b,0,10.10767400,0.088000,,,,0.000000,,789,,5643.00,0.89,0.91,,,4.50,5.500,
Kepler-1330 b,0,10.10691725,,,,,,,,,5470.00,1.82,0.96,,0.426,3.90,,0.2253
Kepler-1330 b,0,10.10769068,,,,,,,,,5608.00,0.94,0.97,0.080,,4.48,4.900,
Kepler-1330 b,0,,,,,,,322.40,,,5478.00,1.77,,,,,,
Kepler-1330 b,0,10.10769068,0.093300,,,,0.000000,103.86,814,,5754.00,0.96,1.06,0.200,,4.50,,1.6627
Kepler-1330 b,0,10.10769068,0.093300,,,,0.000000,103.86,814,,5754.00,0.96,1.06,0.200,,4.50,,1.6627
Kepler-1330 b,0,10.10762919,,,,,,,,,5470.00,1.82,0.96,,0.426,3.90,,0.2253
Kepler-1330 b,0,10.10769068,0.093300,,,,0.000000,103.86,814,,5754.00,0.96,1.06,0.200,,4.50,,1.6627
Kepler-1331 b,0,0.78916165,,,,,,,,,4508.00,0.69,0.72,0.050,,4.63,4.170,
Kepler-1331 b,0,0.78916165,0.014200,,,,0.000000,564.46,1243,,4258.00,0.62,0.61,-0.180,,4.63,,8.9830
Kepler-1331 b,0,0.78916144,,,,,,,,,4224.00,0.66,0.66,,-0.909,4.63,,3.3095
Kepler-1331 b,0,0.78916220,0.014000,,,,0.000000,,1176,,4246.00,0.55,0.58,,,4.72,13.800,
Kepler-1331 b,0,0.78916088,0.014200,,,,0.000000,564.46,1244,,4258.00,0.62,0.61,-0.180,,4.63,,7.0879
Kepler-1331 b,0,0.78916165,0.014200,,,,0.000000,564.46,1243,,4258.00,0.62,0.61,-0.180,,4.63,,8.9830
Kepler-1331 b,0,,,,,,,547.29,,,4248.00,0.61,,,,,,
Kepler-1331 b,0,0.78916165,0.014200,,,,0.000000,564.46,1243,,4258.00,0.62,0.61,-0.180,,4.63,,8.9830
Kepler-1331 b,0,0.78916088,,,,,,,,,4224.00,0.66,0.66,,-0.909,4.63,,3.3095
Kepler-1332 b,0,11.87457664,,,,,,,,,5541.94,0.93,0.97,-0.052,-0.137,4.49,,1.7305
Kepler-1332 b,0,11.87456832,0.093700,,,,0.000000,56.55,699,,5578.00,0.76,0.78,-0.520,,4.57,,13.1631
Kepler-1332 b,0,,,,,,,77.56,,,5581.00,0.93,,,,,,
Kepler-1332 b,0,11.87456832,0.093700,,,,0.000000,56.55,699,,5578.00,0.76,0.78,-0.520,,4.57,,13.1631
Kepler-1332 b,0,11.87456832,0.093700,,,,0.000000,56.55,699,,5578.00,0.76,0.78,-0.520,,4.57,,13.1631
Kepler-1332 b,0,11.87458418,,,,,,,,,5541.94,0.93,0.97,-0.052,-0.137,4.49,,1.7305
Kepler-1332 b,0,11.87457800,0.099000,,,,0.000000,,724,,5642.00,0.84,0.93,,,4.56,1.300,
Kepler-1332 b,0,11.87470071,,,,,,,,,5541.94,0.93,0.97,-0.052,-0.137,4.49,,1.7305
Kepler-1332 b,0,11.87457664,0.098600,,,,0.000000,66.33,728,,5523.00,0.88,0.91,0.000,,4.51,,9.9590
Kepler-1332 b,0,11.87456832,,,,,,,,,5581.00,0.90,0.95,0.000,,4.51,3.240,
Kepler-1333 b,0,109.64718420,0.427700,,,,0.000000,3.16,340,,5649.00,0.80,0.87,-0.300,,4.57,,4.1133
Kepler-1333 b,0,109.64627833,,,,,,,,,5488.86,0.89,0.96,-0.102,-0.188,4.52,,1.9144
Kepler-1333 b,0,,,,,,,3.30,,,5319.00,0.94,,,,,,
Kepler-1333 b,0,109.64718420,,,,,,,,,5628.00,0.92,0.94,-0.040,,4.49,4.570,
Kepler-1333 b,0,109.64718420,0.427700,,,,0.000000,3.16,340,,5649.00,0.80,0.87,-0.300,,4.57,,4.1133
Kepler-1333 b,0,109.64811000,0.440000,,,,0.000000,,344,,5664.00,0.83,0.94,,,4.57,0.400,
Kepler-1333 b,0,109.64699480,,,,,,,,,5488.86,0.89,0.96,-0.102,-0.188,4.52,,1.9144
Kepler-1333 b,0,109.64465727,,,,,,,,,5488.86,0.89,0.96,-0.102,-0.188,4.52,,1.9144
Kepler-1333 b,0,109.64718420,0.427700,,,,0.000000,3.16,340,,5649.00,0.80,0.87,-0.300,,4.57,,4.1133
Kepler-1333 b,0,109.64699480,0.438200,,,,0.000000,7.95,428,,5332.00,1.45,0.93,0.180,,4.08,,0.9116
Kepler-1334 b,0,15.64586400,0.122000,,,,0.000000,,699,,5866.00,0.89,1.00,,,4.54,0.400,
Kepler-1334 b,0,15.64588656,0.122900,,,,0.000000,60.08,710,,5896.00,0.92,1.01,-0.080,,4.52,,2.2661
Kepler-1334 b,0,15.64588656,,,,,,,,,5674.00,1.07,1.01,,0.028,4.39,,1.1681
Kepler-1334 b,0,15.64591713,0.122900,,,,0.000000,60.08,710,,5896.00,0.92,1.01,-0.080,,4.52,,1.8615
Kepler-1334 b,0,15.64591713,0.122900,,,,0.000000,60.08,710,,5896.00,0.92,1.01,-0.080,,4.52,,1.8615
Kepler-1334 b,0,15.64606800,,,,,,,,,5674.00,1.07,1.01,,0.028,4.39,,1.1681
Kepler-1334 b,0,15.64591713,0.122900,,,,0.000000,60.08,710,,5896.00,0.92,1.01,-0.080,,4.52,,1.8615
Kepler-1334 b,0,15.64591713,,,,,,,,,5614.00,0.91,0.94,-0.030,,4.50,4.270,
Kepler-1334 b,0,,,,,,,78.36,,,5891.00,1.05,,,,,,
Kepler-1334 b,0,15.64585493,,,,,,,,,5674.00,1.07,1.01,,0.028,4.39,,1.1681
Kepler-1335 b,0,6.26406846,0.061500,,,,0.000000,101.27,809,,5032.00,0.82,0.79,0.080,,4.51,,3.7512
Kepler-1335 b,0,6.26406846,,,,,,,,,4903.00,0.74,0.77,-0.070,,4.60,4.900,
Kepler-1335 b,0,6.26404774,,,,,,,,,4830.00,0.75,0.78,,-0.555,4.58,,2.5718
Kepler-1335 b,0,6.26404134,,,,,,,,,4830.00,0.75,0.78,,-0.555,4.58,,2.5718
Kepler-1335 b,0,6.26406846,0.061500,,,,0.000000,101.27,809,,5032.00,0.82,0.79,0.080,,4.51,,3.7512
Kepler-1335 b,0,6.26404774,0.061500,,,,0.000000,101.27,809,,5032.00,0.82,0.79,0.080,,4.51,,3.7679
Kepler-1335 b,0,,,,,,,80.74,,,5032.00,0.73,,,,,,
Kepler-1335 b,0,6.26406846,0.061500,,,,0.000000,101.27,809,,5032.00,0.82,0.79,0.080,,4.51,,3.7512
Kepler-1335 b,0,6.26407000,0.060000,,,,0.000000,,758,,4969.00,0.72,0.72,,,4.59,13.800,
Kepler-1336 b,0,23.19841872,,,,,,,,,5449.27,1.82,0.95,-0.195,0.421,3.90,,0.2219
Kepler-1336 b,0,23.19858520,0.159500,,,,0.000000,93.34,793,,5416.00,1.76,1.00,0.000,,3.95,,0.1869
Kepler-1336 b,0,23.19899000,0.156000,,,,0.000000,,583,,5694.00,0.84,0.95,,,4.57,0.400,
Kepler-1336 b,0,23.19858520,,,,,,,,,5449.27,1.82,0.95,-0.195,0.421,3.90,,0.2219
Kepler-1336 b,0,23.19868100,0.157000,,,,0.000000,28.95,592,,5717.00,0.86,0.96,-0.080,,4.55,,0.2217
Kepler-1336 b,0,,,,,,,103.72,,,5499.00,1.79,,,,,,
Kepler-1336 b,0,23.19868100,0.157000,,,,0.000000,28.95,592,,5717.00,0.86,0.96,-0.080,,4.55,,0.2217
Kepler-1336 b,0,23.19868100,0.157000,,,,0.000000,28.95,592,,5717.00,0.86,0.96,-0.080,,4.55,,0.2217
Kepler-1336 b,0,23.19868100,,,,,,,,,5512.00,1.30,0.94,0.050,,4.18,12.300,
Kepler-1336 b,0,23.19897496,,,,,,,,,5449.27,1.82,0.95,-0.195,0.421,3.90,,0.2219
Kepler-1336 c,0,5.77721211,0.062100,,,,0.000000,185.07,941,,5717.00,0.86,0.96,-0.080,,4.55,,2.8522
Kepler-1336 c,0,5.77721551,,,,,,,,,5449.27,1.82,0.95,-0.195,0.421,3.90,,0.2219
Kepler-1336 c,0,5.77721259,0.063100,,,,0.000000,596.37,1260,,5416.00,1.76,1.00,0.000,,3.95,,1.3143
Kepler-1336 c,0,5.77721300,0.062000,,,,0.000000,,924,,5694.00,0.84,0.95,,,4.57,0.400,
Kepler-1336 c,0,5.77721259,,,,,,,,,5449.27,1.82,0.95,-0.195,0.421,3.90,,0.2219
Kepler-1336 c,0,,,,,,,662.71,,,5499.00,1.79,,,,,,
Kepler-1336 c,0,5.77721211,0.062100,,,,0.000000,185.07,941,,5717.00,0.86,0.96,-0.080,,4.55,,2.8522
Kepler-1336 c,0,5.77721211,0.062100,,,,0.000000,185.07,941,,5717.00,0.86,0.96,-0.080,,4.55,,2.8522
Kepler-1336 c,0,5.77721211,,,,,,,,,5512.00,1.30,0.94,0.050,,4.18,12.300,
Kepler-1337 b,0,24.40025490,0.144100,,,,0.000000,8.64,437,,4583.00,0.67,0.67,-0.160,,4.61,,1.6892
Kepler-1337 b,0,,,,,,,9.18,,,4583.00,0.69,,,,,,
Kepler-1337 b,0,24.40025490,0.144100,,,,0.000000,8.64,437,,4583.00,0.67,0.67,-0.160,,4.61,,1.6892
Kepler-1337 b,0,24.40015000,0.142000,,,,0.000000,,420,,4575.00,0.62,0.64,,,4.67,13.900,
Kepler-1337 b,0,24.40043780,,,,,,,,,4415.00,0.73,0.69,,-0.742,4.55,,2.5291
Kepler-1337 b,0,24.40020529,,,,,,,,,4415.00,0.73,0.69,,-0.742,4.55,,2.5291
Kepler-1337 b,0,24.40043780,0.144100,,,,0.000000,8.64,437,,4583.00,0.67,0.67,-0.160,,4.61,,0.9176
Kepler-1337 b,0,24.40025490,0.144100,,,,0.000000,8.64,437,,4583.00,0.67,0.67,-0.160,,4.61,,1.6892
Kepler-1337 b,0,24.40031810,,,,,,,,,4415.00,0.73,0.69,,-0.742,4.55,,2.5291
Kepler-1337 b,0,24.40025490,,,,,,,,,4523.00,0.67,0.70,-0.090,,4.64,4.270,
Kepler-1338 b,0,0.93511586,0.019300,,,,0.000000,4811.82,2124,,5874.00,1.30,1.10,0.160,,4.25,,1.7961
Kepler-1338 b,0,0.93511806,0.018800,,,,0.000000,3940.07,2021,,6002.00,1.09,1.01,-0.080,,4.36,,1.6879
Kepler-1338 b,0,0.93511806,,,,,,,,,5909.00,1.05,1.04,0.000,,4.41,3.800,
Kepler-1338 b,0,0.93511586,,,,,,,,,5809.00,1.31,1.04,,0.247,4.22,,0.6487
Kepler-1338 b,0,0.93511806,0.018800,,,,0.000000,3940.07,2021,,6002.00,1.09,1.01,-0.080,,4.36,,1.6879
Kepler-1338 b,0,0.93511860,0.019000,,,,0.000000,,2000,,5983.00,1.09,1.00,,,4.36,5.700,
Kepler-1338 b,0,0.93511806,0.018800,,,,0.000000,3940.07,2021,,6002.00,1.09,1.01,-0.080,,4.36,,1.6879
Kepler-1338 b,0,0.93512001,,,,,,,,,5809.00,1.31,1.04,,0.247,4.22,,0.6487
Kepler-1338 b,0,,,,,,,4712.11,,,5834.00,1.30,,,,,,
Kepler-1339 b,0,1.34155642,0.023400,,,,0.000000,1715.26,1642,,5779.00,0.97,0.94,-0.080,,4.44,,2.3733
Kepler-1339 b,0,1.34155642,,,,,,,,,5590.19,1.32,0.99,-0.171,0.188,4.19,,0.6012
Kepler-1339 b,0,1.34155470,,,,,,,,,5590.19,1.32,0.99,-0.171,0.188,4.19,,0.6012
Kepler-1339 b,0,1.34155513,0.023300,,,,0.000000,3537.74,1967,,5738.00,1.41,0.94,-0.140,,4.11,,2.3687
Kepler-1339 b,0,,,,,,,3094.82,,,5874.00,1.26,,,,,,
Kepler-1339 b,0,1.34155513,,,,,,,,,5586.00,0.93,0.94,0.010,,4.47,5.620,
Kepler-1339 b,0,1.34156090,0.023000,,,,0.000000,,1510,,5516.00,0.89,0.85,,,4.47,,
Kepler-1339 b,0,1.34155513,0.023300,,,,0.000000,3537.74,1967,,5738.00,1.41,0.94,-0.140,,4.11,,2.3687
Kepler-1339 b,0,1.34155513,0.023300,,,,0.000000,3537.74,1967,,5738.00,1.41,0.94,-0.140,,4.11,,2.3687
Kepler-134 b,0,5.31743891,,,,,,,,,5819.72,1.05,1.05,-0.207,0.061,4.41,,1.2620
Kepler-134 b,0,5.31744016,,,,,,,,,5819.72,1.05,1.05,-0.207,0.061,4.41,,1.2620
Kepler-134 b,0,5.31744016,0.059000,,,,0.000000,351.52,1105,,5923.00,1.05,0.97,-0.140,,4.38,,0.6640
Kepler-134 b,0,5.31742900,0.060000,,,,,,,,5983.00,1.18,,,,4.31,,
Kepler-134 b,0,5.31743500,0.060000,,,,0.000000,,1088,,5936.00,1.03,1.01,,,4.41,,
Kepler-134 b,0,5.31743542,0.064400,,,,0.000000,687.55,1306,,6068.00,1.53,1.26,0.220,,4.17,,1.8841
Kepler-134 b,0,5.31743542,0.064400,,,,0.000000,687.55,1306,,6068.00,1.53,1.26,0.220,,4.17,,1.8841
Kepler-134 b,0,5.31743938,,,,,,,,,5819.72,1.05,1.05,-0.207,0.061,4.41,,1.2620
Kepler-134 b,0,5.31743542,,,,,,,,,5983.00,1.07,1.06,-0.040,,4.40,3.550,
Kepler-134 b,0,5.31743542,0.064400,,,,0.000000,687.55,1306,,6068.00,1.53,1.26,0.220,,4.17,,1.8841
Kepler-134 b,0,,,,,,,301.37,,,5918.00,0.98,,,,,,
Kepler-134 c,0,10.10578500,0.092000,,,,,,,,5983.00,1.18,,,,4.31,,
Kepler-134 c,0,10.10575764,,,,,,,,,5819.72,1.05,1.05,-0.207,0.061,4.41,,1.2620
Kepler-134 c,0,10.10575303,0.098800,,,,0.000000,292.12,1054,,6068.00,1.53,1.26,0.220,,4.17,,9.0591
Kepler-134 c,0,10.10567260,,,,,,,,,5819.72,1.05,1.05,-0.207,0.061,4.41,,1.2620
Kepler-134 c,0,10.10574500,0.092000,,,,0.000000,,878,,5936.00,1.03,1.01,,,4.41,,
Kepler-134 c,0,10.10575764,0.090500,,,,0.000000,149.40,892,,5923.00,1.05,0.97,-0.140,,4.38,,2.0400
Kepler-134 c,0,10.10575303,0.098800,,,,0.000000,292.12,1054,,6068.00,1.53,1.26,0.220,,4.17,,9.0591
Kepler-134 c,0,10.10575384,,,,,,,,,5819.72,1.05,1.05,-0.207,0.061,4.41,,1.2620
Kepler-134 c,0,10.10575303,0.098800,,,,0.000000,292.12,1054,,6068.00,1.53,1.26,0.220,,4.17,,9.0591
Kepler-134 c,0,,,,,,,128.09,,,5918.00,0.98,,,,,,
Kepler-134 c,0,10.10575303,,,,,,,,,5983.00,1.07,1.06,-0.040,,4.40,3.550,
Kepler-1340 b,0,0.66502692,0.015100,,,,0.000000,4339.54,2070,,5957.00,0.94,1.03,-0.080,,4.51,,1.1653
Kepler-1340 b,0,0.66502709,,,,,,,,,6014.00,1.02,1.11,,0.087,4.47,,1.4834
Kepler-1340 b,0,0.66502594,,,,,,,,,6014.00,1.02,1.11,,0.087,4.47,,1.4834
Kepler-1340 b,0,0.66502510,0.015000,,,,0.000000,,2038,,5931.00,0.91,1.01,,,4.53,0.400,
Kepler-1340 b,0,0.66502692,0.015100,,,,0.000000,4339.54,2070,,5957.00,0.94,1.03,-0.080,,4.51,,1.1653
Kepler-1340 b,0,0.66502692,0.015100,,,,0.000000,4339.54,2070,,5957.00,0.94,1.03,-0.080,,4.51,,1.1653
Kepler-1340 b,0,0.66502692,,,,,,,,,6331.00,1.42,1.27,0.070,,4.24,2.400,
Kepler-1340 b,0,,,,,,,4793.00,,,5909.00,1.01,,,,,,
Kepler-1340 b,0,0.66502594,0.015300,,,,0.000000,5246.66,2174,,5884.00,1.07,1.07,0.160,,4.41,,0.8511
Kepler-1341 b,0,132.99683220,,,,,,,,,4662.00,0.72,0.79,0.190,,4.62,1.820,
Kepler-1341 b,0,132.99705950,,,,,,,,,4511.00,0.79,0.71,,-0.638,4.50,,2.0642
Kepler-1341 b,0,,,,,,,1.14,,,4683.00,0.73,,,,,,
Kepler-1341 b,0,132.99555030,,,,,,,,,4511.00,0.79,0.71,,-0.638,4.50,,2.0642
Kepler-1341 b,0,132.99683220,0.451600,,,,0.000000,0.80,241,,4530.00,0.66,0.69,-0.100,,4.64,,0.9372
Kepler-1341 b,0,132.99550000,0.445000,,,,0.000000,,230,,4535.00,0.59,0.66,,,4.72,1.000,
Kepler-1341 b,0,132.99683220,0.451600,,,,0.000000,0.80,241,,4530.00,0.66,0.69,-0.100,,4.64,,0.9372
Kepler-1341 b,0,132.99555030,0.449800,,,,0.000000,0.80,241,,4523.00,0.66,0.69,-0.100,,4.64,,1.1970
Kepler-1341 b,0,132.99683220,0.451600,,,,0.000000,0.80,241,,4530.00,0.66,0.69,-0.100,,4.64,,0.9372
Kepler-1341 b,0,132.99569935,,,,,,,,,4511.00,0.79,0.71,,-0.638,4.50,,2.0642
Kepler-1342 b,0,2.21571296,,,,,,,,,5250.00,0.90,0.90,,-0.261,4.49,,1.7692
Kepler-1342 b,0,2.21571036,0.031300,,,,0.000000,638.56,1282,,5417.00,0.90,0.83,-0.080,,4.45,,2.7210
Kepler-1342 b,0,2.21571036,,,,,,,,,5527.00,0.90,0.93,0.030,,4.51,4.370,
Kepler-1342 b,0,,,,,,,559.27,,,5417.00,0.84,,,,,,
Kepler-1342 b,0,2.21571036,0.031300,,,,0.000000,638.56,1282,,5417.00,0.90,0.83,-0.080,,4.45,,2.7210
Kepler-1342 b,0,2.21571296,0.031300,,,,0.000000,638.56,1283,,5417.00,0.90,0.83,-0.080,,4.45,,0.8105
Kepler-1342 b,0,2.21571036,0.031300,,,,0.000000,638.56,1282,,5417.00,0.90,0.83,-0.080,,4.45,,2.7210
Kepler-1342 b,0,2.21572054,,,,,,,,,5250.00,0.90,0.90,,-0.261,4.49,,1.7692
Kepler-1342 b,0,2.21571000,0.033000,,,,0.000000,,1255,,5214.00,0.98,0.99,,,4.45,,
Kepler-1343 b,0,,,,,,,1021.90,,,6212.00,1.24,,,,,,
Kepler-1343 b,0,3.35183158,0.044900,,,,0.000000,671.28,1298,,6208.00,1.01,1.07,-0.160,,4.46,,3.8625
Kepler-1343 b,0,3.35183158,,,,,,,,,5759.00,0.93,0.95,-0.160,,4.48,3.980,
Kepler-1343 b,0,3.35183158,0.044900,,,,0.000000,671.28,1298,,6208.00,1.01,1.07,-0.160,,4.46,,3.8625
Kepler-1343 b,0,3.35183158,0.044900,,,,0.000000,671.28,1298,,6208.00,1.01,1.07,-0.160,,4.46,,3.8625
Kepler-1343 b,0,3.35184153,,,,,,,,,5749.00,1.26,1.03,,0.195,4.25,,0.7222
Kepler-1343 b,0,3.35182400,0.045000,,,,0.000000,,1297,,6202.00,1.01,1.10,,,4.47,0.300,
Kepler-1343 b,0,3.35184041,0.044900,,,,0.000000,661.69,1294,,6198.00,1.00,1.07,-0.160,,4.46,,3.7663
Kepler-1343 b,0,3.35184041,,,,,,,,,5749.00,1.26,1.03,,0.195,4.25,,0.7222
Kepler-1344 b,0,4.76831033,,,,,,,,,5841.28,1.16,1.05,0.008,0.146,4.33,,0.9604
Kepler-1344 b,0,4.76826326,,,,,,,,,5841.28,1.16,1.05,0.008,0.146,4.33,,0.9604
Kepler-1344 b,0,4.76830227,,,,,,,,,5841.28,1.16,1.05,0.008,0.146,4.33,,0.9604
Kepler-1344 b,0,4.76830490,0.056800,,,,0.000000,522.81,1219,,6237.00,1.12,1.07,-0.080,,4.37,,1.2239
Kepler-1344 b,0,4.76831300,0.057000,,,,0.000000,,1175,,5986.00,1.13,1.11,,,4.38,,
Kepler-1344 b,0,4.76830490,,,,,,,,,5981.00,1.13,1.09,0.060,,4.37,3.630,
Kepler-1344 b,0,4.76830490,0.056800,,,,0.000000,522.81,1219,,6237.00,1.12,1.07,-0.080,,4.37,,1.2239
Kepler-1344 b,0,,,,,,,425.17,,,5815.00,1.16,,,,,,
Kepler-1344 b,0,4.76830490,0.056800,,,,0.000000,522.81,1219,,6237.00,1.12,1.07,-0.080,,4.37,,1.2239
Kepler-1344 b,0,4.76831033,0.056800,,,,0.000000,522.81,1219,,6237.00,1.12,1.07,-0.080,,4.37,,1.1795
Kepler-1345 b,0,44.61695570,0.263800,,,,0.000000,54.56,693,,6763.00,1.42,1.24,-0.320,,4.22,,0.8701
Kepler-1345 b,0,44.61695570,0.263800,,,,0.000000,54.56,693,,6763.00,1.42,1.24,-0.320,,4.22,,0.8701
Kepler-1345 b,0,44.61710388,,,,,,,,,6047.83,2.02,1.13,-0.328,0.693,3.88,,0.1927
Kepler-1345 b,0,44.61671591,,,,,,,,,6047.83,2.02,1.13,-0.328,0.693,3.88,,0.1927
